record_id,source_name,author,title,description,url,publishedAt,source_path,fetched_at,version,document_type,file_name,page_number,extraction_timestamp,extraction_library,text,tables,id,category,published_date,mentions,sentiment_score,sheet_name,Metric,Total Articles,Total Mentions,Average Mentions,Average Sentiment,Highest Mentions,Politics Articles,Business Articles,paragraph_number,run_number,bold,italic,underline,preview_text,name,year,wins,losses,nominations,awards,best_picture,raw_text,processed_text,content_text,language,published_year,content_length,title_length,rating_score,overview,genres,popularity,release_date,release_year,original_language,vote_average,vote_count
201,unknown,,Untitled record,,,,data/raw/word/news_normal.docx,2026-04-06 00:28:10.817,1.0,word_run,news_normal.docx,,,python-docx,"A downstream parser can extract body text with pdfplumber or python-docx, then store the normalized text and metadata in MongoDB together with source path, page number, and extraction timestamp.",,,word_run,,,,,,,,,,,,,6.0,1.0,,,,,,,,,,,,,,"A downstream parser can extract body text with pdfplumber or python-docx, then store the normalized text and metadata in MongoDB together with source path, page number, and extraction timestamp.",unknown,,194,15,1.94,"A downstream parser can extract body text with pdfplumber or python-docx, then store the normalized text and metadata in MongoDB together with source path, page number, and extraction timestamp.",word_run,194.0,,,unknown,1.94,1.0
221,unknown,,Untitled record,,,,https://www.scrapethissite.com/pages/forms/,2026-04-06 00:28:14.345,1.0,scraped_html,hockey_results.json,,,requests_bs4,,,,scraped_html,,,,,,,,,,,,,,,,,,,Detroit Red Wings,1990.0,34.0,38.0,,,,,,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html,15.0,,,unknown,0.15,1.0
241,unknown,,Untitled record,,,,https://www.scrapethissite.com/pages/forms/,2026-04-06 00:28:14.355,1.0,scraped_html,hockey_results.json,,,requests_bs4,,,,scraped_html,,,,,,,,,,,,,,,,,,,Chicago Blackhawks,1991.0,36.0,29.0,,,,,,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html,15.0,,,unknown,0.15,1.0
261,unknown,,Untitled record,,,,https://www.scrapethissite.com/pages/forms/?page_num=1,2026-04-06 00:28:24.420,1.0,scraped_html_paginated,hockey_multi_page_results.json,1.0,,requests_bs4,,,,scraped_html_paginated,,,,,,,,,,,,,,,,,,,Washington Capitals,1990.0,37.0,36.0,,,,,,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,,,unknown,0.15,1.0
281,unknown,,Untitled record,,,,https://www.scrapethissite.com/pages/forms/?page_num=2,2026-04-06 00:28:24.436,1.0,scraped_html_paginated,hockey_multi_page_results.json,2.0,,requests_bs4,,,,scraped_html_paginated,,,,,,,,,,,,,,,,,,,Toronto Maple Leafs,1991.0,30.0,43.0,,,,,,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,,,unknown,0.15,1.0
301,unknown,,Untitled record,,,,https://www.scrapethissite.com/pages/forms/?page_num=3,2026-04-06 00:28:24.505,1.0,scraped_html_paginated,hockey_multi_page_results.json,3.0,,requests_bs4,,,,scraped_html_paginated,,,,,,,,,,,,,,,,,,,Quebec Nordiques,1992.0,47.0,27.0,,,,,,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,,,unknown,0.15,1.0
321,unknown,,Untitled record,,,,https://www.scrapethissite.com/pages/forms/?page_num=4,2026-04-06 00:28:24.534,1.0,scraped_html_paginated,hockey_multi_page_results.json,4.0,,requests_bs4,,,,scraped_html_paginated,,,,,,,,,,,,,,,,,,,New Jersey Devils,1993.0,47.0,25.0,,,,,,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,,,unknown,0.15,1.0
341,unknown,,Untitled record,,,,https://www.scrapethissite.com/pages/forms/?page_num=4,2026-04-06 00:28:24.547,1.0,scraped_html_paginated,hockey_multi_page_results.json,4.0,,requests_bs4,,,,scraped_html_paginated,,,,,,,,,,,,,,,,,,,Detroit Red Wings,1994.0,33.0,11.0,,,,,,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,,,unknown,0.15,1.0
361,unknown,,The Help,,,,https://www.scrapethissite.com/pages/ajax-javascript/?ajax=true&year=2011,2026-04-06 00:28:38.902,1.0,scraped_json_api,ajax_movies_api_results.json,,2026-04-06 00:28:29.112893,requests,,,,scraped_json_api,,,,,,,,,,,,,,,,,,,,2011.0,,,4.0,1.0,False,,,The Help,unknown,,8,8,0.08,The Help,scraped_json_api,8.0,,,unknown,0.08,1.0
381,unknown,,Brave,,,,https://www.scrapethissite.com/pages/ajax-javascript/?ajax=true&year=2012,2026-04-06 00:28:38.915,1.0,scraped_json_api,ajax_movies_api_results.json,,2026-04-06 00:28:31.571913,requests,,,,scraped_json_api,,,,,,,,,,,,,,,,,,,,2012.0,,,1.0,1.0,False,,,Brave,unknown,,5,5,0.05,Brave,scraped_json_api,5.0,,,unknown,0.05,1.0
401,unknown,,American Sniper,,,,https://www.scrapethissite.com/pages/ajax-javascript/?ajax=true&year=2014,2026-04-06 00:28:38.926,1.0,scraped_json_api,ajax_movies_api_results.json,,2026-04-06 00:28:36.492937,requests,,,,scraped_json_api,,,,,,,,,,,,,,,,,,,,2014.0,,,6.0,1.0,False,,,American Sniper,unknown,,15,15,0.15,American Sniper,scraped_json_api,15.0,,,unknown,0.15,1.0
421,unknown,,The Hateful Eight  ,,,,https://www.scrapethissite.com/pages/ajax-javascript/?ajax=true&year=2015,2026-04-06 00:28:38.938,1.0,scraped_json_api,ajax_movies_api_results.json,,2026-04-06 00:28:38.861406,requests,,,,scraped_json_api,,,,,,,,,,,,,,,,,,,,2015.0,,,2.0,1.0,False,,,The Hateful Eight  ,unknown,,19,19,0.19,The Hateful Eight  ,scraped_json_api,19.0,,,unknown,0.19,1.0
441,BusinessLine,BL Mumbai Bureau,JFE Engineering Corp invests ₹128 cr in 2 projects of Antony Waste Handling Cell in AP,"JFE Engineering invests ₹128 crore in Antony Waste's waste-to-energy projects in Andhra Pradesh, marking a significant Japanese entry into India's waste management sector.",https://www.thehindubusinessline.com/companies/jfe-engineering-corp-invests-128-cr-in-2-projects-of-antony-waste-handling-cell-in-ap/article70838960.ece,2026-04-08T15:10:19Z,news_page_2.json,2026-04-09 15:21:30.760,1.0,json,news_page_2.json,,,,,,,json,,,,,,,,,,,,,,,,,,,,,,,,,,,,"JFE Engineering invests ₹128 crore in Antony Waste's waste-to-energy projects in Andhra Pradesh, marking a significant Japanese entry into India's waste management sector.",unknown,,171,86,1.7100000000000002,"JFE Engineering invests ₹128 crore in Antony Waste's waste-to-energy projects in Andhra Pradesh, marking a significant Japanese entry into India's waste management sector.",json,171.0,,,unknown,1.7100000000000002,1.0
461,BBC,,Election Update,,,,data/raw/excel/news_data.xlsx,2026-04-09 15:21:31.082,1.0,excel,news_data.xlsx,,2026-04-09 15:21:31.082458,openpyxl,,,1.0,Politics,2026-03-20,34.0,0.4,Articles,,,,,,,,,,,,,,,,,,,,,,,,Election Update,unknown,2026.0,15,15,4.0,Election Update,Politics,34.0,2026-03-20,2026.0,unknown,4.0,34.0
481,unknown,,Untitled record,,,,https://www.scrapethissite.com/pages/forms/,2026-04-09 15:21:35.723,1.0,scraped_html,hockey_results.json,,,requests_bs4,,,,scraped_html,,,,,,,,,,,,,,,,,,,Minnesota North Stars,1990.0,27.0,39.0,,,,,,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html,15.0,,,unknown,0.15,1.0
501,unknown,,Untitled record,,,,https://www.scrapethissite.com/pages/forms/?page_num=1,2026-04-09 15:21:47.438,1.0,scraped_html_paginated,hockey_multi_page_results.json,1.0,,requests_bs4,,,,scraped_html_paginated,,,,,,,,,,,,,,,,,,,Chicago Blackhawks,1990.0,49.0,23.0,,,,,,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,,,unknown,0.15,1.0
521,unknown,,Untitled record,,,,https://www.scrapethissite.com/pages/forms/?page_num=1,2026-04-09 15:21:47.492,1.0,scraped_html_paginated,hockey_multi_page_results.json,1.0,,requests_bs4,,,,scraped_html_paginated,,,,,,,,,,,,,,,,,,,Calgary Flames,1991.0,31.0,37.0,,,,,,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,,,unknown,0.15,1.0
541,unknown,,Untitled record,,,,https://www.scrapethissite.com/pages/forms/?page_num=2,2026-04-09 15:21:47.512,1.0,scraped_html_paginated,hockey_multi_page_results.json,2.0,,requests_bs4,,,,scraped_html_paginated,,,,,,,,,,,,,,,,,,,Boston Bruins,1992.0,51.0,26.0,,,,,,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,,,unknown,0.15,1.0
561,unknown,,Untitled record,,,,https://www.scrapethissite.com/pages/forms/?page_num=3,2026-04-09 15:21:47.528,1.0,scraped_html_paginated,hockey_multi_page_results.json,3.0,,requests_bs4,,,,scraped_html_paginated,,,,,,,,,,,,,,,,,,,Toronto Maple Leafs,1992.0,44.0,29.0,,,,,,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,,,unknown,0.15,1.0
581,unknown,,Untitled record,,,,https://www.scrapethissite.com/pages/forms/?page_num=4,2026-04-09 15:21:47.550,1.0,scraped_html_paginated,hockey_multi_page_results.json,4.0,,requests_bs4,,,,scraped_html_paginated,,,,,,,,,,,,,,,,,,,Philadelphia Flyers,1993.0,35.0,39.0,,,,,,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,,,unknown,0.15,1.0
601,unknown,,The Fighter,,,,https://www.scrapethissite.com/pages/ajax-javascript/?ajax=true&year=2010,2026-04-09 15:22:02.907,1.0,scraped_json_api,ajax_movies_api_results.json,,2026-04-09 15:21:50.143735,requests,,,,scraped_json_api,,,,,,,,,,,,,,,,,,,,2010.0,,,7.0,2.0,False,,,The Fighter,unknown,,11,11,0.1099999999999999,The Fighter,scraped_json_api,11.0,,,unknown,0.1099999999999999,1.0
621,unknown,,Undefeated,,,,https://www.scrapethissite.com/pages/ajax-javascript/?ajax=true&year=2011,2026-04-09 15:22:02.936,1.0,scraped_json_api,ajax_movies_api_results.json,,2026-04-09 15:21:52.603302,requests,,,,scraped_json_api,,,,,,,,,,,,,,,,,,,,2011.0,,,1.0,1.0,False,,,Undefeated,unknown,,10,10,0.1,Undefeated,scraped_json_api,10.0,,,unknown,0.1,1.0
641,unknown,,12 Years a Slave,,,,https://www.scrapethissite.com/pages/ajax-javascript/?ajax=true&year=2013,2026-04-09 15:22:02.966,1.0,scraped_json_api,ajax_movies_api_results.json,,2026-04-09 15:21:57.724242,requests,,,,scraped_json_api,,,,,,,,,,,,,,,,,,,,2013.0,,,9.0,3.0,True,,,12 Years a Slave,unknown,,16,16,0.16,12 Years a Slave,scraped_json_api,16.0,,,unknown,0.16,1.0
661,unknown,,Ida,,,,https://www.scrapethissite.com/pages/ajax-javascript/?ajax=true&year=2014,2026-04-09 15:22:02.987,1.0,scraped_json_api,ajax_movies_api_results.json,,2026-04-09 15:22:00.382442,requests,,,,scraped_json_api,,,,,,,,,,,,,,,,,,,,2014.0,,,2.0,1.0,False,,,Ida,unknown,,3,3,0.03,Ida,scraped_json_api,3.0,,,unknown,0.03,1.0
681,unknown,,A Girl in the River: The Price of Forgiveness  ,,,,https://www.scrapethissite.com/pages/ajax-javascript/?ajax=true&year=2015,2026-04-09 15:22:03.015,1.0,scraped_json_api,ajax_movies_api_results.json,,2026-04-09 15:22:02.857623,requests,,,,scraped_json_api,,,,,,,,,,,,,,,,,,,,2015.0,,,1.0,1.0,False,,,A Girl in the River: The Price of Forgiveness  ,unknown,,47,47,0.47,A Girl in the River: The Price of Forgiveness  ,scraped_json_api,47.0,,,unknown,0.47,1.0
701,Iasbaba.com,IASbaba,UPSC Quiz – 2026 : IASbaba’s Daily Current Affairs Quiz 8th April 2026,"For Previous Daily Quiz (ARCHIVES) – CLICK HERE The Current Affairs questions are based on sources like ‘The Hindu’, ‘Indian Express’ and ‘PIB’, which are very important sources for UPSC Prelims Exam. The questions are focused on both the concepts and facts. …",https://iasbaba.com/2026/04/upsc-quiz-2026-iasbabas-daily-current-affairs-quiz-8th-april-2026/,2026-04-08T15:34:20Z,news_page_3.json,2026-04-09 15:51:38.019,1.0,json,news_page_3.json,,,,,,,json,,,,,,,,,,,,,,,,,,,,,,,,,,,,"For Previous Daily Quiz (ARCHIVES) – CLICK HERE The Current Affairs questions are based on sources like ‘The Hindu’, ‘Indian Express’ and ‘PIB’, which are very important sources for UPSC Prelims Exam. The questions are focused on both the concepts and facts. …",unknown,,260,70,2.6,"For Previous Daily Quiz (ARCHIVES) – CLICK HERE The Current Affairs questions are based on sources like ‘The Hindu’, ‘Indian Express’ and ‘PIB’, which are very important sources for UPSC Prelims Exam. The questions are focused on both the concepts and facts. …",json,260.0,,,unknown,2.6,1.0
721,Le Monde,,Café Culture Trends,,,,data/raw/excel/news_data.xlsx,2026-04-09 15:51:38.270,1.0,excel,news_data.xlsx,,2026-04-09 15:51:38.266073,openpyxl,,,5.0,Culture,2026-03-22,14.0,0.6,Articles,,,,,,,,,,,,,,,,,,,,,,,,Café Culture Trends,unknown,2026.0,19,19,6.0,Café Culture Trends,Culture,14.0,2026-03-22,2026.0,unknown,6.0,14.0
741,unknown,,Untitled record,,,,https://www.scrapethissite.com/pages/forms/,2026-04-09 15:51:42.346,1.0,scraped_html,hockey_results.json,,,requests_bs4,,,,scraped_html,,,,,,,,,,,,,,,,,,,New York Rangers,1990.0,36.0,31.0,,,,,,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html,15.0,,,unknown,0.15,1.0
761,unknown,,Untitled record,,,,https://www.scrapethissite.com/pages/forms/?page_num=1,2026-04-09 15:51:53.577,1.0,scraped_html_paginated,hockey_multi_page_results.json,1.0,,requests_bs4,,,,scraped_html_paginated,,,,,,,,,,,,,,,,,,,Los Angeles Kings,1990.0,46.0,24.0,,,,,,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,,,unknown,0.15,1.0
781,unknown,,Untitled record,,,,https://www.scrapethissite.com/pages/forms/?page_num=2,2026-04-09 15:51:53.595,1.0,scraped_html_paginated,hockey_multi_page_results.json,2.0,,requests_bs4,,,,scraped_html_paginated,,,,,,,,,,,,,,,,,,,Hartford Whalers,1991.0,26.0,41.0,,,,,,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,,,unknown,0.15,1.0
801,unknown,,Untitled record,,,,https://www.scrapethissite.com/pages/forms/?page_num=2,2026-04-09 15:51:53.630,1.0,scraped_html_paginated,hockey_multi_page_results.json,2.0,,requests_bs4,,,,scraped_html_paginated,,,,,,,,,,,,,,,,,,,Detroit Red Wings,1992.0,47.0,28.0,,,,,,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,,,unknown,0.15,1.0
821,unknown,,Untitled record,,,,https://www.scrapethissite.com/pages/forms/?page_num=3,2026-04-09 15:51:53.651,1.0,scraped_html_paginated,hockey_multi_page_results.json,3.0,,requests_bs4,,,,scraped_html_paginated,,,,,,,,,,,,,,,,,,,Mighty Ducks of Anaheim,1993.0,33.0,46.0,,,,,,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,,,unknown,0.15,1.0
841,unknown,,Untitled record,,,,https://www.scrapethissite.com/pages/forms/?page_num=4,2026-04-09 15:51:53.672,1.0,scraped_html_paginated,hockey_multi_page_results.json,4.0,,requests_bs4,,,,scraped_html_paginated,,,,,,,,,,,,,,,,,,,St. Louis Blues,1993.0,40.0,33.0,,,,,,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,,,unknown,0.15,1.0
861,unknown,,In a Better World,,,,https://www.scrapethissite.com/pages/ajax-javascript/?ajax=true&year=2010,2026-04-09 15:52:08.957,1.0,scraped_json_api,ajax_movies_api_results.json,,2026-04-09 15:51:56.170826,requests,,,,scraped_json_api,,,,,,,,,,,,,,,,,,,,2010.0,,,1.0,1.0,False,,,In a Better World,unknown,,17,17,0.17,In a Better World,scraped_json_api,17.0,,,unknown,0.17,1.0
881,unknown,,Rango,,,,https://www.scrapethissite.com/pages/ajax-javascript/?ajax=true&year=2011,2026-04-09 15:52:08.995,1.0,scraped_json_api,ajax_movies_api_results.json,,2026-04-09 15:51:58.740671,requests,,,,scraped_json_api,,,,,,,,,,,,,,,,,,,,2011.0,,,1.0,1.0,False,,,Rango,unknown,,5,5,0.05,Rango,scraped_json_api,5.0,,,unknown,0.05,1.0
901,unknown,,The Great Gatsby,,,,https://www.scrapethissite.com/pages/ajax-javascript/?ajax=true&year=2013,2026-04-09 15:52:09.030,1.0,scraped_json_api,ajax_movies_api_results.json,,2026-04-09 15:52:03.870507,requests,,,,scraped_json_api,,,,,,,,,,,,,,,,,,,,2013.0,,,2.0,2.0,False,,,The Great Gatsby,unknown,,16,16,0.16,The Great Gatsby,scraped_json_api,16.0,,,unknown,0.16,1.0
921,unknown,,Crisis Hotline: Veterans Press 1,,,,https://www.scrapethissite.com/pages/ajax-javascript/?ajax=true&year=2014,2026-04-09 15:52:09.049,1.0,scraped_json_api,ajax_movies_api_results.json,,2026-04-09 15:52:06.416260,requests,,,,scraped_json_api,,,,,,,,,,,,,,,,,,,,2014.0,,,1.0,1.0,False,,,Crisis Hotline: Veterans Press 1,unknown,,32,32,0.32,Crisis Hotline: Veterans Press 1,scraped_json_api,32.0,,,unknown,0.32,1.0
